,City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,Category
10763,Delhi,2016-06-19,101.31,101.54,32.55,2.64,9.51,56.24,235.13793103448276,Poor
10764,Delhi,2016-06-20,83.1,84.18,40.24,2.11,11.24,52.76,176.10344827586206,Moderate
10765,Delhi,2016-06-21,72.33,54.85,32.04,2.49,10.54,43.4,138.55172413793105,Moderate
10766,Delhi,2016-06-22,75.14,99.89,31.89,2.88,7.88,51.74,148.79310344827587,Moderate
10767,Delhi,2016-06-23,91.63,98.88,37.7,2.11,8.34,55.92,204.41379310344828,Poor
10768,Delhi,2016-06-24,100.02,235.83000000000004,45.29,2.02,9.03,77.98749999999998,231.72413793103448,Poor
10769,Delhi,2016-06-25,67.12,175.26,50.91,1.09,10.87,77.98749999999998,150.16778523489933,Moderate
10770,Delhi,2016-06-26,48.0,86.63,40.57,0.85,8.71,58.37,87.0,Satisfactory
10771,Delhi,2016-06-27,76.76,112.46,37.28,1.71,7.63,51.76,155.6206896551724,Moderate
10772,Delhi,2016-06-28,80.89,96.05,40.07,2.88,9.77,55.61,169.27586206896552,Moderate
10773,Delhi,2016-06-29,60.67,68.43,37.01,2.08,10.22,44.44,101.0,Moderate
10774,Delhi,2016-06-30,69.65,103.25,34.17,2.39,9.43,51.31,131.72413793103448,Moderate
10775,Delhi,2016-07-01,58.21,113.1,29.28,2.23,7.97,37.35,108.97315436241611,Moderate
10776,Delhi,2016-07-02,57.24,96.62,33.9,2.88,7.81,40.49,112.27848101265823,Moderate
10777,Delhi,2016-07-03,67.6,95.26,36.79,2.78,8.77,48.9,124.89655172413794,Moderate
10778,Delhi,2016-07-04,57.1,75.83,37.93,1.72,8.88,52.3,100.0,Satisfactory
10779,Delhi,2016-07-05,68.71,162.2,47.24,2.22,8.51,55.57,141.53020134228188,Moderate
10780,Delhi,2016-07-06,77.71,143.29,34.78,2.64,7.6,57.81,159.0344827586207,Moderate
10781,Delhi,2016-07-07,54.5,80.82,27.69,2.18,8.73,42.67,100.0,Satisfactory
10782,Delhi,2016-07-08,54.96,98.86,42.07,1.58,8.38,45.55,100.0,Satisfactory
10783,Delhi,2016-07-09,52.95,87.81,30.77,1.96,7.73,45.1,100.0,Satisfactory
10784,Delhi,2016-07-10,59.13,86.18,35.91,1.72,7.94,43.24,100.0,Satisfactory
10785,Delhi,2016-07-11,60.92,74.51,33.57,1.08,7.74,42.22,101.0,Moderate
10786,Delhi,2016-07-12,39.32,57.16,32.55,2.36,9.06,43.95,100.0,Satisfactory
10787,Delhi,2016-07-13,71.53,79.1,31.96,1.82,8.23,50.01,138.55172413793105,Moderate
10788,Delhi,2016-07-14,73.51,56.29,29.7,2.88,7.39,47.3,145.3793103448276,Moderate
10789,Delhi,2016-07-15,52.88,88.23,29.17,2.88,6.58,36.35,112.27848101265823,Moderate
10790,Delhi,2016-07-16,50.99,44.48,22.38,1.21,7.18,33.31,84.79310344827587,Satisfactory
10791,Delhi,2016-07-17,75.93,38.59,15.75,2.48,7.0,28.11,152.20689655172413,Moderate
10792,Delhi,2016-07-18,44.08,77.07,32.85,1.47,7.31,36.73,77.0,Satisfactory
10793,Delhi,2016-07-19,42.14,166.27,31.4,1.31,6.78,44.7,144.18791946308724,Moderate
10794,Delhi,2016-07-20,56.86,203.09,34.96,1.16,9.36,61.07,168.7718120805369,Moderate
10795,Delhi,2016-07-21,45.64,235.83000000000004,37.8,0.87,7.27,56.3,190.6979865771812,Moderate
10796,Delhi,2016-07-22,48.36,157.41,37.42,1.14,8.63,64.4,138.20805369127515,Moderate
10797,Delhi,2016-07-23,42.09,80.14,23.88,0.84,7.23,51.32,80.0,Satisfactory
10798,Delhi,2016-07-24,59.4,124.47,56.56,1.45,8.91,65.42,116.28187919463087,Moderate
10799,Delhi,2016-07-25,76.29,163.57,58.4,1.32,7.93,62.62,152.20689655172413,Moderate
10800,Delhi,2016-07-26,54.5,95.08,40.48,1.08,8.2,52.3,95.0,Satisfactory
10801,Delhi,2016-07-27,40.55,58.09,40.86,1.36,10.82,56.73,67.89655172413794,Satisfactory
10802,Delhi,2016-07-28,46.44,68.69,42.81,1.34,9.95,72.25,76.34482758620689,Satisfactory
10803,Delhi,2016-07-29,56.16,76.89,44.18,1.76,9.87,70.34,100.0,Satisfactory
10804,Delhi,2016-07-30,42.7,50.0,36.78,1.55,8.69,49.28,100.0,Satisfactory
10805,Delhi,2016-07-31,48.03,70.62,32.5,1.29,8.01,77.98749999999998,79.72413793103448,Satisfactory
10806,Delhi,2016-08-01,43.47,53.42,29.86,1.29,10.33,68.03,71.27586206896552,Satisfactory
10807,Delhi,2016-08-02,43.55,55.33,34.87,2.69,8.23,77.98749999999998,112.27848101265823,Moderate
10808,Delhi,2016-08-03,50.86,67.92,36.14,1.35,6.96,77.98749999999998,84.79310344827587,Satisfactory
10809,Delhi,2016-08-04,49.04,87.48,35.93,0.92,9.03,77.98749999999998,87.0,Satisfactory
10810,Delhi,2016-08-05,39.3,78.77,33.68,1.2,9.36,63.17,79.0,Satisfactory
10811,Delhi,2016-08-06,43.86,76.69,38.29,2.13,9.81,68.19,100.0,Satisfactory
10812,Delhi,2016-08-07,42.84,75.19,31.42,2.48,10.02,67.17,100.0,Satisfactory
10813,Delhi,2016-08-08,44.04,82.26,34.27,1.37,8.48,73.28,82.0,Satisfactory
10814,Delhi,2016-08-09,41.29,64.76,29.05,2.88,8.02,59.76,112.27848101265823,Moderate
10815,Delhi,2016-08-10,39.28,54.92,30.76,1.6,9.75,53.53,100.0,Satisfactory
10816,Delhi,2016-08-11,30.66,32.79,29.78,2.22,8.37,54.64,100.0,Satisfactory
10817,Delhi,2016-08-12,42.15,84.46,34.9,1.39,8.73,70.12,84.0,Satisfactory
10818,Delhi,2016-08-13,56.45,92.71,43.49,1.53,7.77,68.22,100.0,Satisfactory
10819,Delhi,2016-08-14,40.81,80.14,42.53,1.28,12.53,77.98749999999998,80.0,Satisfactory
10820,Delhi,2016-08-15,39.51,185.99,32.96,2.15,8.87,77.98749999999998,157.4765100671141,Moderate
10821,Delhi,2016-08-16,49.04,235.83000000000004,28.74,2.88,7.97,77.98749999999998,190.6979865771812,Moderate
10822,Delhi,2016-08-17,62.19,235.83000000000004,36.46,0.95,11.16,77.98749999999998,190.6979865771812,Moderate
10823,Delhi,2016-08-18,55.55,132.65,51.48,1.23,9.22,72.82,122.26174496644296,Moderate
10824,Delhi,2016-08-19,59.03,153.16,43.97,1.15,8.84,69.54,135.5503355704698,Moderate
10825,Delhi,2016-08-20,48.57,90.68,35.84,1.59,8.56,59.67,100.0,Satisfactory
10826,Delhi,2016-08-21,28.01,65.58,27.58,2.88,9.02,42.88,112.27848101265823,Moderate
10827,Delhi,2016-08-22,28.6,78.83,31.31,2.59,7.97,43.07,112.27848101265823,Moderate
10828,Delhi,2016-08-23,38.99,85.48,39.47,1.25,8.06,50.23,85.0,Satisfactory
10829,Delhi,2016-08-24,43.35,73.22,32.04,1.17,10.86,48.2,73.0,Satisfactory
10830,Delhi,2016-08-25,45.88,118.92,35.41,0.99,8.23,32.24,112.95973154362416,Moderate
10831,Delhi,2016-08-26,54.13,125.44,35.61,1.0,9.57,41.9,116.94630872483222,Moderate
10832,Delhi,2016-08-27,56.56,216.73000000000002,20.84,0.36,7.91,26.55,178.0738255033557,Moderate
10833,Delhi,2016-08-28,57.09,170.2,28.7,1.67,7.04,27.7,146.84563758389262,Moderate
10834,Delhi,2016-08-29,54.73,189.12,37.48,1.1,8.92,40.47,159.46979865771812,Moderate
10835,Delhi,2016-08-30,48.93,89.57,42.73,1.12,9.22,41.9,90.0,Satisfactory
10836,Delhi,2016-08-31,37.1,60.16,41.82,2.07,8.72,41.57,100.0,Satisfactory
10837,Delhi,2016-09-01,28.06,47.47,51.78,1.22,9.47,54.7,64.82051282051282,Satisfactory
10838,Delhi,2016-09-02,44.31,111.18,41.71,0.98,9.37,64.8,107.64429530201342,Moderate
10839,Delhi,2016-09-03,46.77,208.01,40.85,0.91,10.09,68.7,172.09395973154363,Moderate
10840,Delhi,2016-09-04,57.64,235.83000000000004,31.96,0.91,9.05,56.8,190.6979865771812,Moderate
10841,Delhi,2016-09-05,45.37,235.83000000000004,33.42,1.17,9.87,57.01,190.6979865771812,Moderate
10842,Delhi,2016-09-06,50.42,235.83000000000004,34.74,2.88,10.61,61.24,190.6979865771812,Moderate
10843,Delhi,2016-09-07,50.73,233.83,39.21,2.16,14.63,75.45,189.36912751677852,Moderate
10844,Delhi,2016-09-08,71.72,235.83000000000004,39.69,1.41,12.02,63.76,190.6979865771812,Moderate
10845,Delhi,2016-09-09,87.99,235.83000000000004,43.67,2.39,10.34,49.75,193.17241379310343,Moderate
10846,Delhi,2016-09-10,45.7,190.45,38.14,0.75,10.81,55.82,160.13422818791946,Moderate
10847,Delhi,2016-09-11,45.89,164.1,40.58,2.36,10.92,52.36,142.85906040268458,Moderate
10848,Delhi,2016-09-12,49.7,178.47,39.41,2.12,9.59,54.62,152.16107382550337,Moderate
10849,Delhi,2016-09-13,57.08,184.5,43.84,1.62,10.93,63.46,156.1476510067114,Moderate
10850,Delhi,2016-09-14,47.36,109.64,45.6,1.25,11.21,64.32,106.97986577181209,Moderate
10851,Delhi,2016-09-15,79.99,198.81,54.73,1.26,11.6,77.97,166.11409395973155,Moderate
10852,Delhi,2016-09-16,67.11,185.86,57.22,0.95,12.39,70.09,157.4765100671141,Moderate
10853,Delhi,2016-09-17,81.9,207.91,56.8,0.99,12.78,75.84,172.68965517241378,Moderate
10854,Delhi,2016-09-18,86.16,185.57,56.82,1.28,10.89,74.51,186.3448275862069,Moderate
10855,Delhi,2016-09-19,75.02,143.48,67.37,1.08,14.63,77.98749999999998,148.79310344827587,Moderate
10856,Delhi,2016-09-20,94.23,141.3,72.53999999999999,1.3,16.12,77.98749999999998,211.24137931034483,Poor
10857,Delhi,2016-09-21,89.62,131.06,70.0,0.89,17.12,77.98749999999998,200.0,Moderate
10858,Delhi,2016-09-22,32.73,67.29,44.35,0.8,13.44,72.31,72.0,Satisfactory
10859,Delhi,2016-09-23,55.64,125.31,57.24,1.18,13.77,77.98749999999998,116.94630872483222,Moderate
10860,Delhi,2016-09-24,56.46,112.36,53.66,1.03,14.63,67.97,108.30872483221476,Moderate
10861,Delhi,2016-09-25,56.64,137.48,55.69,1.24,15.5,73.87,124.91946308724832,Moderate
10862,Delhi,2016-09-26,89.09,194.71,68.3,1.35,15.11,77.98749999999998,196.58620689655172,Moderate
10863,Delhi,2016-09-27,52.49,109.5,41.03,0.71,13.68,62.19,106.97986577181209,Moderate
10864,Delhi,2016-09-28,105.43,235.83000000000004,72.53999999999999,0.49,11.94,77.98749999999998,248.79310344827587,Poor
10865,Delhi,2016-09-29,101.84,189.62,63.0,0.97,15.28,77.98749999999998,238.55172413793105,Poor
10866,Delhi,2016-09-30,84.33,179.81,65.05,1.01,15.0,77.98749999999998,179.51724137931035,Moderate
10867,Delhi,2016-10-01,117.28,232.03,72.53999999999999,1.4,24.55,77.98749999999998,289.7586206896552,Poor
10868,Delhi,2016-10-02,81.87,199.61,59.82,1.13,16.28,75.58,172.68965517241378,Moderate
10869,Delhi,2016-10-03,103.12,210.04,66.31,1.09,12.96,77.98749999999998,241.9655172413793,Poor
10870,Delhi,2016-10-04,138.41750000000002,235.83000000000004,72.53999999999999,1.3,13.68,77.98749999999998,314.04651162790697,Very Poor
10871,Delhi,2016-10-05,81.71,150.37,72.53999999999999,1.26,14.4,77.98749999999998,172.68965517241378,Moderate
10872,Delhi,2016-10-06,117.86,229.25,72.53999999999999,1.3,15.09,77.98749999999998,293.17241379310343,Poor
10873,Delhi,2016-10-07,114.06,235.83000000000004,72.53999999999999,1.28,14.63,77.98749999999998,279.51724137931035,Poor
10874,Delhi,2016-10-08,132.11,235.83000000000004,72.53999999999999,1.54,14.9,77.98749999999998,309.4418604651163,Very Poor
10875,Delhi,2016-10-09,138.41750000000002,235.83000000000004,72.53999999999999,1.42,17.2,77.98749999999998,314.04651162790697,Very Poor
10876,Delhi,2016-10-10,125.8,235.83000000000004,72.53999999999999,1.24,17.3,77.98749999999998,304.83720930232556,Very Poor
10877,Delhi,2016-10-11,134.84,235.83000000000004,72.53999999999999,1.6,16.52,77.98749999999998,311.74418604651163,Very Poor
10878,Delhi,2016-10-12,114.3,235.83000000000004,72.53999999999999,1.05,20.1,77.98749999999998,279.51724137931035,Poor
10879,Delhi,2016-10-13,86.93,235.83000000000004,72.53999999999999,0.84,19.17,77.98749999999998,190.6979865771812,Moderate
10880,Delhi,2016-10-14,94.83,235.83000000000004,72.53999999999999,1.31,20.72,77.98749999999998,214.6551724137931,Poor
10881,Delhi,2016-10-15,138.41750000000002,235.83000000000004,72.53999999999999,1.26,22.1,77.98749999999998,314.04651162790697,Very Poor
10882,Delhi,2016-10-16,132.01,235.83000000000004,72.53999999999999,1.32,24.72,77.98749999999998,309.4418604651163,Very Poor
10883,Delhi,2016-10-17,138.41750000000002,235.83000000000004,72.53999999999999,2.19,27.27,77.98749999999998,314.04651162790697,Very Poor
10884,Delhi,2016-10-18,138.41750000000002,235.83000000000004,72.53999999999999,1.6,22.25,77.98749999999998,314.04651162790697,Very Poor
10885,Delhi,2016-10-19,138.41750000000002,235.83000000000004,72.53999999999999,1.48,24.66,73.0,314.04651162790697,Very Poor
10886,Delhi,2016-10-20,135.9,235.83000000000004,72.53999999999999,1.83,24.72,77.98749999999998,312.51162790697674,Very Poor
10887,Delhi,2016-10-21,138.41750000000002,235.83000000000004,72.53999999999999,2.14,26.66,32.06,314.04651162790697,Very Poor
10888,Delhi,2016-10-22,138.41750000000002,235.83000000000004,72.53999999999999,1.44,20.7,53.5,314.04651162790697,Very Poor
10889,Delhi,2016-10-23,138.41750000000002,235.83000000000004,72.53999999999999,1.11,19.38,77.98749999999998,314.04651162790697,Very Poor
10890,Delhi,2016-10-24,138.41750000000002,235.83000000000004,72.53999999999999,1.42,21.68,77.98749999999998,314.04651162790697,Very Poor
10891,Delhi,2016-10-25,115.76,235.83000000000004,72.53999999999999,1.63,23.46,77.98749999999998,286.34482758620686,Poor
10892,Delhi,2016-10-26,138.41750000000002,235.83000000000004,72.53999999999999,1.88,25.0,77.98749999999998,314.04651162790697,Very Poor
10893,Delhi,2016-10-27,138.41750000000002,235.83000000000004,72.53999999999999,1.94,23.95,77.98749999999998,314.04651162790697,Very Poor
10894,Delhi,2016-10-28,138.41750000000002,235.83000000000004,72.53999999999999,1.91,27.89,77.98749999999998,314.04651162790697,Very Poor
10895,Delhi,2016-10-29,138.41750000000002,235.83000000000004,72.53999999999999,2.65,31.689999999999998,77.98749999999998,314.04651162790697,Very Poor
10896,Delhi,2016-10-30,138.41750000000002,235.83000000000004,72.53999999999999,2.28,31.689999999999998,77.98749999999998,314.04651162790697,Very Poor
10897,Delhi,2016-10-31,138.41750000000002,235.83000000000004,72.53999999999999,2.36,31.689999999999998,77.98749999999998,314.04651162790697,Very Poor
10898,Delhi,2016-11-01,138.41750000000002,235.83000000000004,72.53999999999999,2.09,31.689999999999998,77.98749999999998,314.04651162790697,Very Poor
10899,Delhi,2016-11-02,138.41750000000002,235.83000000000004,72.53999999999999,2.8,26.66,77.98749999999998,314.04651162790697,Very Poor
10900,Delhi,2016-11-03,138.41750000000002,235.83000000000004,72.53999999999999,2.78,29.4,77.98749999999998,314.04651162790697,Very Poor
10901,Delhi,2016-11-04,138.41750000000002,235.83000000000004,72.53999999999999,2.23,25.93,77.98749999999998,314.04651162790697,Very Poor
10902,Delhi,2016-11-05,138.41750000000002,235.83000000000004,72.53999999999999,2.2,22.21,39.05,314.04651162790697,Very Poor
10903,Delhi,2016-11-06,138.41750000000002,235.83000000000004,72.53999999999999,2.88,22.61,39.21,314.04651162790697,Very Poor
10904,Delhi,2016-11-07,138.41750000000002,235.83000000000004,72.53999999999999,2.21,23.88,33.33,314.04651162790697,Very Poor
10905,Delhi,2016-11-08,138.41750000000002,235.83000000000004,72.53999999999999,1.32,21.36,35.0,314.04651162790697,Very Poor
10906,Delhi,2016-11-09,138.41750000000002,235.83000000000004,72.53999999999999,1.38,21.52,33.89,314.04651162790697,Very Poor
10907,Delhi,2016-11-10,138.41750000000002,235.83000000000004,72.53999999999999,1.61,29.45,42.27,314.04651162790697,Very Poor
10908,Delhi,2016-11-11,138.41750000000002,235.83000000000004,72.53999999999999,1.62,31.689999999999998,50.03,314.04651162790697,Very Poor
10909,Delhi,2016-11-12,138.41750000000002,235.83000000000004,72.53999999999999,1.49,31.689999999999998,43.22,314.04651162790697,Very Poor
10910,Delhi,2016-11-13,138.41750000000002,235.83000000000004,72.53999999999999,1.24,31.689999999999998,66.96,314.04651162790697,Very Poor
10911,Delhi,2016-11-14,138.41750000000002,235.83000000000004,72.53999999999999,0.91,22.7,63.1,314.04651162790697,Very Poor
10912,Delhi,2016-11-15,138.41750000000002,235.83000000000004,72.53999999999999,1.49,21.98,37.37,314.04651162790697,Very Poor
10913,Delhi,2016-11-16,138.41750000000002,235.83000000000004,72.53999999999999,1.34,23.97,35.58,314.04651162790697,Very Poor
10914,Delhi,2016-11-17,138.41750000000002,235.83000000000004,72.53999999999999,0.73,21.65,37.74,314.04651162790697,Very Poor
10915,Delhi,2016-11-18,138.41750000000002,235.83000000000004,72.53999999999999,0.87,23.11,37.26,314.04651162790697,Very Poor
10916,Delhi,2016-11-19,138.41750000000002,235.83000000000004,72.53999999999999,1.16,30.47,48.81,314.04651162790697,Very Poor
10917,Delhi,2016-11-20,138.41750000000002,235.83000000000004,72.53999999999999,1.52,27.23,53.69,314.04651162790697,Very Poor
10918,Delhi,2016-11-21,138.41750000000002,235.83000000000004,72.53999999999999,1.6,26.25,50.47,314.04651162790697,Very Poor
10919,Delhi,2016-11-22,138.41750000000002,235.83000000000004,72.53999999999999,1.55,25.26,32.17,314.04651162790697,Very Poor
10920,Delhi,2016-11-23,138.41750000000002,235.83000000000004,72.53999999999999,1.24,30.13,38.25,314.04651162790697,Very Poor
10921,Delhi,2016-11-24,138.41750000000002,235.83000000000004,72.53999999999999,1.21,22.29,35.12,314.04651162790697,Very Poor
10922,Delhi,2016-11-25,136.21,235.83000000000004,68.9,0.41,20.99,40.07,312.51162790697674,Very Poor
10923,Delhi,2016-11-26,113.3,235.83000000000004,70.01,0.46,23.22,39.94,276.1034482758621,Poor
10924,Delhi,2016-11-27,128.7,235.83000000000004,71.29,0.65,22.68,38.99,307.13953488372096,Very Poor
10925,Delhi,2016-11-28,127.5,235.83000000000004,72.53999999999999,0.91,29.33,36.12,306.37209302325584,Very Poor
10926,Delhi,2016-11-29,138.41750000000002,235.83000000000004,72.53999999999999,1.75,27.59,40.89,314.04651162790697,Very Poor
10927,Delhi,2016-11-30,138.41750000000002,235.83000000000004,72.53999999999999,1.16,20.23,44.16,314.04651162790697,Very Poor
10928,Delhi,2016-12-01,138.41750000000002,235.83000000000004,72.53999999999999,1.25,19.08,49.44,314.04651162790697,Very Poor
10929,Delhi,2016-12-02,138.41750000000002,235.83000000000004,72.53999999999999,1.05,20.38,34.89,314.04651162790697,Very Poor
10930,Delhi,2016-12-03,138.41750000000002,235.83000000000004,72.53999999999999,1.41,23.49,34.86,314.04651162790697,Very Poor
10931,Delhi,2016-12-04,138.41750000000002,235.83000000000004,72.53999999999999,1.93,22.96,33.98,314.04651162790697,Very Poor
10932,Delhi,2016-12-05,138.41750000000002,235.83000000000004,72.53999999999999,1.55,23.92,31.6,314.04651162790697,Very Poor
10933,Delhi,2016-12-06,138.41750000000002,235.83000000000004,72.53999999999999,1.86,23.11,38.89,314.04651162790697,Very Poor
10934,Delhi,2016-12-07,138.41750000000002,235.83000000000004,72.53999999999999,1.34,23.69,53.91,314.04651162790697,Very Poor
10935,Delhi,2016-12-08,138.41750000000002,235.83000000000004,72.44,1.53,22.2,36.02,314.04651162790697,Very Poor
10936,Delhi,2016-12-09,138.41750000000002,235.83000000000004,71.44,1.66,23.47,38.31,314.04651162790697,Very Poor
10937,Delhi,2016-12-10,138.41750000000002,235.83000000000004,58.86,0.84,20.83,41.6,314.04651162790697,Very Poor
10938,Delhi,2016-12-11,138.41750000000002,235.83000000000004,50.79,1.25,22.65,37.83,314.04651162790697,Very Poor
10939,Delhi,2016-12-12,138.41750000000002,235.83000000000004,72.53999999999999,2.39,23.52,30.87,314.04651162790697,Very Poor
10940,Delhi,2016-12-13,138.41750000000002,235.83000000000004,72.53999999999999,1.32,21.71,32.12,314.04651162790697,Very Poor
10941,Delhi,2016-12-14,138.41750000000002,235.83000000000004,66.38,0.92,18.5,33.54,314.04651162790697,Very Poor
10942,Delhi,2016-12-15,138.41750000000002,235.83000000000004,61.53,1.06,20.65,34.65,314.04651162790697,Very Poor
10943,Delhi,2016-12-16,138.41750000000002,235.83000000000004,72.53999999999999,1.45,23.5,33.68,314.04651162790697,Very Poor
10944,Delhi,2016-12-17,138.41750000000002,235.83000000000004,72.53999999999999,1.16,21.22,33.35,314.04651162790697,Very Poor
10945,Delhi,2016-12-18,138.41750000000002,235.83000000000004,72.53999999999999,1.17,21.99,34.3,314.04651162790697,Very Poor
10946,Delhi,2016-12-19,138.41750000000002,235.83000000000004,72.53999999999999,0.92,21.32,31.86,314.04651162790697,Very Poor
10947,Delhi,2016-12-20,138.41750000000002,235.83000000000004,68.35,0.61,22.9,34.48,314.04651162790697,Very Poor
10948,Delhi,2016-12-21,131.95,235.83000000000004,66.67,0.81,22.63,33.78,309.4418604651163,Very Poor
10949,Delhi,2016-12-22,138.41750000000002,235.83000000000004,72.53999999999999,1.14,24.9,37.52,314.04651162790697,Very Poor
10950,Delhi,2016-12-23,138.41750000000002,235.83000000000004,72.53999999999999,1.92,22.09,45.0,314.04651162790697,Very Poor
10951,Delhi,2016-12-24,138.41750000000002,235.83000000000004,72.53999999999999,1.65,19.54,41.56,314.04651162790697,Very Poor
10952,Delhi,2016-12-25,138.41750000000002,235.83000000000004,59.88,0.7,19.37,38.99,314.04651162790697,Very Poor
10953,Delhi,2016-12-26,138.41750000000002,235.83000000000004,65.49,0.66,22.82,36.31,314.04651162790697,Very Poor
10954,Delhi,2016-12-27,138.41750000000002,235.83000000000004,72.53999999999999,0.94,24.51,36.9,314.04651162790697,Very Poor
10955,Delhi,2016-12-28,138.41750000000002,235.83000000000004,72.53999999999999,1.61,26.1,40.19,314.04651162790697,Very Poor
10956,Delhi,2016-12-29,138.41750000000002,235.83000000000004,72.53999999999999,1.3,21.6,55.09,314.04651162790697,Very Poor
10957,Delhi,2016-12-30,138.41750000000002,235.83000000000004,62.46,0.96,23.47,43.97,314.04651162790697,Very Poor
10958,Delhi,2016-12-31,138.41750000000002,235.83000000000004,56.66,1.14,23.82,42.84,314.04651162790697,Very Poor
10959,Delhi,2017-01-01,138.41750000000002,235.83000000000004,66.19,1.31,25.13,50.03,314.04651162790697,Very Poor
10960,Delhi,2017-01-02,138.41750000000002,235.83000000000004,72.53999999999999,1.47,22.29,47.86,314.04651162790697,Very Poor
10961,Delhi,2017-01-03,138.41750000000002,235.83000000000004,72.53999999999999,1.28,25.33,42.9,314.04651162790697,Very Poor
10962,Delhi,2017-01-04,138.41750000000002,235.83000000000004,72.53999999999999,1.55,23.11,41.13,314.04651162790697,Very Poor
10963,Delhi,2017-01-05,138.41750000000002,235.83000000000004,72.53999999999999,1.24,25.15,41.95,314.04651162790697,Very Poor
10964,Delhi,2017-01-06,138.41750000000002,235.83000000000004,65.86,0.9,20.52,44.04,314.04651162790697,Very Poor
10965,Delhi,2017-01-07,138.41750000000002,170.19,38.85,0.77,22.19,47.75,314.04651162790697,Very Poor
10966,Delhi,2017-01-08,136.98,218.67,52.31,0.63,31.689999999999998,45.09,313.27906976744185,Very Poor
10967,Delhi,2017-01-09,138.41750000000002,235.83000000000004,64.33,0.77,24.76,42.66,314.04651162790697,Very Poor
10968,Delhi,2017-01-10,108.26,235.83000000000004,59.2,0.71,19.1,36.04,259.0344827586207,Poor
10969,Delhi,2017-01-11,138.41750000000002,235.83000000000004,67.72,0.79,21.36,29.92,314.04651162790697,Very Poor
10970,Delhi,2017-01-12,138.41750000000002,235.83000000000004,72.53999999999999,0.95,20.33,32.17,314.04651162790697,Very Poor
10971,Delhi,2017-01-13,138.41750000000002,235.83000000000004,72.53999999999999,1.03,24.71,33.09,314.04651162790697,Very Poor
10972,Delhi,2017-01-14,138.41750000000002,235.83000000000004,72.53999999999999,0.37,11.7,29.53,314.04651162790697,Very Poor
10973,Delhi,2017-01-15,138.41750000000002,235.83000000000004,63.97,0.45,17.67,24.93,314.04651162790697,Very Poor
10974,Delhi,2017-01-16,138.41750000000002,235.83000000000004,60.94,0.93,20.6,33.86,314.04651162790697,Very Poor
10975,Delhi,2017-01-17,138.41750000000002,206.63,51.44,0.63,18.44,36.21,314.04651162790697,Very Poor
10976,Delhi,2017-01-18,138.41750000000002,235.83000000000004,66.94,0.7,20.52,34.21,314.04651162790697,Very Poor
10977,Delhi,2017-01-19,138.41750000000002,225.03,55.95,0.6,20.86,34.42,314.04651162790697,Very Poor
10978,Delhi,2017-01-20,138.41750000000002,207.03,63.7,0.6,22.23,39.1,314.04651162790697,Very Poor
10979,Delhi,2017-01-21,138.41750000000002,226.74,63.36,0.03,17.93,18.33,314.04651162790697,Very Poor
10980,Delhi,2017-01-22,138.41750000000002,235.83000000000004,63.71,0.09,18.75,19.1,314.04651162790697,Very Poor
10981,Delhi,2017-01-23,138.41750000000002,235.83000000000004,67.27,0.53,20.61,20.57,314.04651162790697,Very Poor
10982,Delhi,2017-01-24,138.41750000000002,235.83000000000004,72.53999999999999,1.3,24.56,37.93,314.04651162790697,Very Poor
10983,Delhi,2017-01-25,138.41750000000002,235.83000000000004,72.53999999999999,1.08,23.95,40.58,314.04651162790697,Very Poor
10984,Delhi,2017-01-26,135.87,166.57,50.39,0.32,22.04,34.78,312.51162790697674,Very Poor
10985,Delhi,2017-01-27,74.92,80.21,42.24,0.35,18.11,36.05,148.79310344827587,Moderate
10986,Delhi,2017-01-28,109.13,144.49,45.82,0.44,18.1,36.87,262.44827586206895,Poor
10987,Delhi,2017-01-29,132.35,171.91,46.68,0.35,18.12,39.39,309.4418604651163,Very Poor
10988,Delhi,2017-01-30,138.41750000000002,235.83000000000004,65.43,0.83,20.29,36.47,314.04651162790697,Very Poor
10989,Delhi,2017-01-31,138.41750000000002,235.83000000000004,72.53999999999999,0.79,22.81,35.58,314.04651162790697,Very Poor
10990,Delhi,2017-02-01,136.02,235.83000000000004,64.08,0.9,19.51,34.75,312.51162790697674,Very Poor
10991,Delhi,2017-02-02,138.41750000000002,235.83000000000004,72.53999999999999,1.26,18.84,36.78,314.04651162790697,Very Poor
10992,Delhi,2017-02-03,138.41750000000002,235.83000000000004,72.53999999999999,1.26,19.98,39.02,314.04651162790697,Very Poor
10993,Delhi,2017-02-04,138.41750000000002,235.83000000000004,62.01,0.92,17.04,43.9,314.04651162790697,Very Poor
10994,Delhi,2017-02-05,138.41750000000002,235.83000000000004,49.57,0.84,18.3,44.68,314.04651162790697,Very Poor
10995,Delhi,2017-02-06,138.41750000000002,235.83000000000004,60.62,1.03,17.23,35.21,314.04651162790697,Very Poor
10996,Delhi,2017-02-07,77.85,218.27,55.29,0.62,16.07,36.12,178.73825503355704,Moderate
10997,Delhi,2017-02-08,129.1,235.83000000000004,69.98,0.83,17.2,34.28,307.13953488372096,Very Poor
10998,Delhi,2017-02-09,133.12,235.83000000000004,67.24,0.75,20.84,36.78,310.2093023255814,Very Poor
10999,Delhi,2017-02-10,120.43,235.83000000000004,62.77,0.68,20.09,35.09,300.0,Poor
11000,Delhi,2017-02-11,129.09,235.83000000000004,58.31,0.54,17.55,31.87,307.13953488372096,Very Poor
